[2026-06-13T13:33:07.823+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-13T13:33:07.854+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-11T20:30:00+00:00 [queued]>
[2026-06-13T13:33:07.862+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-11T20:30:00+00:00 [queued]>
[2026-06-13T13:33:07.863+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2026-06-13T13:33:07.881+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_hourly_data> on 2026-06-11 20:30:00+00:00
[2026-06-13T13:33:07.891+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'sp500_master_ingestion_pipeline', 'extract_hourly_data', 'scheduled__2026-06-11T20:30:00+00:00', '--job-id', '12', '--raw', '--subdir', 'DAGS_FOLDER/sp500_master_ingestion_dag.py', '--cfg-path', '/tmp/tmpgevhvec3']
[2026-06-13T13:33:07.894+0000] {standard_task_runner.py:91} INFO - Job 12: Subtask extract_hourly_data
[2026-06-13T13:33:07.895+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=1224) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-13T13:33:07.897+0000] {standard_task_runner.py:63} INFO - Started process 1226 to run task
[2026-06-13T13:33:07.956+0000] {task_command.py:426} INFO - Running <TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-11T20:30:00+00:00 [running]> on host ffc1bd9c712f
[2026-06-13T13:33:08.038+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='data_engineering_team' AIRFLOW_CTX_DAG_ID='sp500_master_ingestion_pipeline' AIRFLOW_CTX_TASK_ID='extract_hourly_data' AIRFLOW_CTX_EXECUTION_DATE='2026-06-11T20:30:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-06-11T20:30:00+00:00'
[2026-06-13T13:33:08.040+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-06-13T13:33:08.051+0000] {minio_fetching_data_hourly.py:51} INFO - Fetching S&P 500 tickers from Wikipedia ...
[2026-06-13T13:33:08.453+0000] {minio_fetching_data_hourly.py:60} INFO - Found 503 tickers.
[2026-06-13T13:33:08.495+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for MMM: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.519+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AOS: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.543+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.568+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABBV: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.591+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ACN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.613+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADBE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.639+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMD: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.668+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AES: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.700+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AFL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.727+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for A: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.755+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APD: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.788+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABNB: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.821+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AKAM: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.844+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALB: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.868+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ARE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.891+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALGN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.915+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALLE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.937+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for LNT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.959+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:08.983+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for GOOGL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.006+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for GOOG: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.210+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for MO: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.237+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMZN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.267+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMCR: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.296+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AEE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.322+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AEP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
[2026-06-13T13:33:09.353+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AXP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 238
